exchange,instrument_token,tradingsymbol
NSE,3373825,NITINSPIN-BL
NSE,5073153,NITIRAJ-SM
NSE,2197761,NLCINDIA
NSE,3926017,NMDC-BE
NSE,3235073,NOIDATOLL-BL
NSE,2761217,NOIDATOLL
NSE,3235585,NRBBEARING-BL
NSE,3235841,NRC-BL
NSE,8132097,NTPC-N5
NSE,8132609,NTPC-N6
NSE,2667265,MUTHOOTCAP-BE
NSE,6055425,MUTHOOTFIN-BE
NSE,6055169,MUTHOOTFIN-BL
NSE,4290561,MVL-BL
NSE,5821185,N100
NSE,4428545,NAGAFERT-BE
NSE,8010241,NAGAROIL-BE
NSE,8009985,NAGAROIL-BL
NSE,1027585,NBVENTURES
NSE,3710465,NCLIND-BE
NSE,8003073,NDL-BE
NSE,8002817,NDL-BL
NSE,2926081,NDTV-BE
NSE,3461633,NECCLTD
NSE,3101697,NELCO-BL
NSE,2178305,NEPCPAPER-BE
NSE,1784065,NETVISTAIT-BE
NSE,3613185,NETWORK18-BE
NSE,1716993,NEULANDLAB-BE
NSE,47617,NHAI-N5
NSE,3060225,NHAI-N9
NSE,8184321,NHBTF2014-N6
NSE,452353,NHBTF2023-N7
NSE,8059905,NHPC-N3
NSE,8060161,NHPC-N4
NSE,8060673,NHPC-N6
NSE,3340289,NIFTYBEES-BL
NSE,7565825,NIFTYIWIN-BL
NSE,2955777,NIITTECH-BE
NSE,3188481,OFSS-BL
NSE,2748929,OFSS
NSE,3245313,PNC-BL
NSE,3649793,REDINGTON-BL
NSE,3412993,SOLARINDS
NSE,2330625,SOMATEX-BE
NSE,3268865,SOMATEX-BL
NSE,6400769,SORILHOLD-BE
NSE,3347457,SORILINFRA
NSE,1751297,SPECIALSTL-BE
NSE,4668417,SPECTACLE-BE
NSE,4668161,SPECTACLE-BL
NSE,3544833,SPENTEX-BL
NSE,4811521,SGBSEP24-GB
NSE,2132481,SIEL-BE
NSE,2388737,SIMPLEXINF-BE
NSE,3267073,SIMPLEXINF-BL
NSE,812545,SIRPAPER
NSE,5505281,SIS-BE
NSE,3941889,SITASHREE-BE
NSE,4834049,SJVN
NSE,3899393,SKIL-BE
NSE,3318785,SKIL-BL
NSE,1211393,SKMEGGPROD
NSE,5569537,SKML-SM
NSE,3110145,SKUMARSYNF-BL
NSE,817153,SKUMARSYNF
NSE,3270145,SPLIL-BL
NSE,1834497,SPMLINFRA-BE
NSE,5401345,SPYL-BE
NSE,4477441,SQSBFSI-BE
NSE,3266561,SIEMENS-BL
NSE,1811969,SIGNET-BE
NSE,5517825,SMSLIFE-BL
NSE,3668737,SMSPHARMA-BL
NSE,1241601,SNOWMAN-BE
NSE,1809921,SIGNET
NSE,2892033,SIL
NSE,1239809,SNOWMAN
NSE,3413505,SOLARINDS-BL
NSE,141057,SILVERTUC-SM
NSE,3374081,STERTOOLS-BL
NSE,3917057,SUJANAUNI-BL
NSE,1406209,TATAGLOBAL-BE
NSE,3916289,SUJANAUNI
NSE,878593,TATAGLOBAL
NSE,50177,TCPLPACK-BE
NSE,6446593,TDPOWERSYS-BE
NSE,6449665,TECHIN-BE
NSE,4913665,TECHNOFAB-BE
NSE,4913409,TECHNOFAB-BL
NSE,4912641,TECHNOFAB
NSE,4939777,TERASOFT-BE
NSE,2957313,TEXINFRA-BE
NSE,5587969,TEXRAIL
NSE,4639233,THANGAMAYL-BE
NSE,3709185,THEMISMED-BE
NSE,4914177,TI
NSE,6524417,TIJARIA-BE
NSE,2734337,TIMBOR-BZ
NSE,6224897,TIMBOR
NSE,3112705,TIPSINDLTD-BL
NSE,897537,TITAN
NSE,3286529,TNPL-BL
NSE,1844737,SREINFRA-BE
NSE,81665,SREINFRA-NG
NSE,84225,SREINFRA-NI
NSE,4792577,SREINFRA-NZ
NSE,1102337,SRTRANSFIN
NSE,4579329,STAMPEDE
NSE,5400065,STARCEMENT-BL
NSE,3272961,STRTECH-BL
NSE,1095937,SUMANMOTEL
NSE,4847361,SUNDARAM-BE
NSE,3274241,SUNDRMBRAK-BL
NSE,1069825,SUNDRMBRAK
NSE,4516097,SUNTECK
NSE,858625,SUPERFORGE
NSE,5501953,SUREVIN-SM
NSE,3390721,SURYAJYOTI-BL
NSE,3034113,SURYALAXMI
NSE,2888449,SURYAPHARM
NSE,1587457,SURYAROSNI-BE
NSE,3054337,SVOGL
NSE,1837313,SYNDIBANK-BE
NSE,2622465,SYNGENE-BE
NSE,2622721,SYNGENE-BL
NSE,2294017,TAINWALCHM-BE
NSE,3494913,TALBROAUTO-BE
NSE,3915009,TANTIACONS
NSE,7439873,TARAJEWELS
NSE,4820737,TARAPUR-BE
NSE,4820481,TARAPUR-BL
NSE,4819713,TARAPUR
NSE,871681,TATACHEM
NSE,3281409,TATAPOWER-BL
NSE,2643713,UTIUS64-RI
NSE,1281793,UBENGG-BZ
NSE,6488065,VASWANI-BE
NSE,1981185,UCALFUEL-BE
NSE,913921,UCALFUEL
NSE,2873089,UCOBANK
NSE,3166977,UFLEX-BL
NSE,2133505,VATSALTD-BE
NSE,1163777,VATSMUSC
NSE,1628161,VENKEYS-BE
NSE,3467265,VIDHIING-BL
NSE,3296257,VIJAYABANK-BL
NSE,4445185,VINATIORGA
NSE,945665,VINDHYATEL
NSE,3403521,VISASTEEL
NSE,6981633,VKSPL
NSE,1961985,VLSFINANCE-BE
NSE,3286785,TODAYS-BL
NSE,2485761,TOKYOPLAST-BE
NSE,899841,TOLANIBULK
NSE,3287041,TORNTPHARM-BL
NSE,6421761,TREEHOUSE-BL
NSE,3546113,TRICOM-BL
NSE,1389569,TRIGYN
NSE,6550273,TRITURBINE-BL
NSE,3349761,TRIVENI-BL
NSE,2292225,TTML
NSE,2313985,UFO
NSE,5012737,UGARSUGAR-BL
NSE,3290625,ULTRACEMCO-BL
NSE,4901121,UMESLTD-BE
NSE,4901377,UMESLTD-BL
NSE,916225,UNICHEMLAB
NSE,4680193,UNITEDBNK-BE
NSE,1259265,USHAINDIA-BE
NSE,4937473,USHERAGRO-BE
NSE,2691841,UTISENSETF
NSE,3298305,VOLTAS-BL
NSE,2230017,VRLLOG-BE
NSE,264457,NIFTY 200
NSE,262153,NIFTY MNC
NSE,263945,NIFTY MEDIA
NSE,264713,HANGSENG BEES-NAV
NSE,257801,NIFTY FIN SERVICE
NSE,259593,NIFTY50 TR 1X INV
NSE,265225,NIFTY50 DIV POINT
NSE,133633,BHARATIWIN
NSE,5551617,BRNL-BL
NSE,4979201,CAPTRUST-BL
NSE,2615553,ADANITRANS
NSE,1567233,DICIND-BE
NSE,3156993,DICIND-BL
NSE,3124225,ANDHRSUGAR-BL
NSE,3125505,APOLLOHOSP-BL
NSE,1774081,ATLASCOPCO-BE
NSE,1697025,CENTENKA-BE
NSE,3836161,CENTUM-BE
NSE,1274625,CHAMBLFERT-BE
NSE,4349185,COUNCODOS-BE
NSE,3088385,CRESTANI-BL
NSE,4965633,EMPEESUG-BL
NSE,4471297,EUROMULTI-BE
NSE,3175169,FMGOETZE-BL
NSE,1877505,FULFORD-BE
NSE,3077633,AURIONPRO
NSE,3586817,AVTNPL-BL
NSE,4268033,BAJAJ-AUTO-BL
NSE,5461761,BHAGYAPROP-BL
NSE,3137793,BHARATFORG-BL
NSE,4681729,DHFL-N5
NSE,5155841,GALLISPAT
NSE,281601,GARWALLROP
NSE,5352961,A2ZINFRA-BE
NSE,3694081,ABHISHEK
NSE,119553,HDFCLIFE
NSE,2733313,HELIOSMATH-BZ
NSE,3745537,HILTON-BE
NSE,2123265,HONAUT-BE
NSE,6563841,IDBIGOLD
NSE,2762241,IDFCBANK-N2
NSE,8157953,IIHFL-N1
NSE,1242625,INDHOTEL-BE
NSE,3196929,INGERRAND-BL
NSE,2289153,IVC-BE
NSE,3321089,KRISNAFILA-BL
NSE,4304897,KSK-BL
NSE,6387713,L&TFH-BE
NSE,1551873,LICNETFGSC
NSE,3217153,M&M-BL
NSE,5132801,M&MFIN-N3
NSE,4980225,MAHESHWARI-SM
NSE,1897729,MANAKCOAT
NSE,4472577,MAXVIL-BL
NSE,556801,METAZINC
NSE,557569,METROCHEM
NSE,3459585,MUNJALAU-BL
NSE,2703617,NAVKARCORP-BE
NSE,612865,NEPCMICON
NSE,7565569,NIFTYIWIN
NSE,4683009,IVZINGOLD-BL
NSE,3203329,JINDALPHOT-BL
NSE,7589377,JNPT-N1
NSE,3149825,JSLHISAR
NSE,6205697,JVLAGRO-BE
NSE,319233,GSFC
NSE,3181569,HCL-INSYS-BL
NSE,4665345,KECL-BE
NSE,4756737,KIRLOSBROS
NSE,3236353,NUCLEUS-BL
NSE,1901569,ZENITHINFO-BE
NSE,4400385,SHRIPISTON-BL
NSE,6940417,SPECIALITY-BE
NSE,835585,SREERAYALK
NSE,83201,SREINFRA-NH
NSE,2384129,STRTECH-BE
NSE,6004737,TCIDEVELOP-BE
NSE,2743553,TIMESGTY
NSE,3917313,SUJANAUNI-BE
NSE,3274753,SUNDRMFAST-BL
NSE,1635073,TUTICORALK-BE
NSE,3547137,VENUSREM-BE
NSE,5537281,VISUINTL-BZ
NSE,3476225,VOLTAMP-BL
NSE,530689,VTL
NSE,957185,WARRENTEA
NSE,1596929,SILVERLINE-BE
NSE,3534081,SUTLEJTEX-BL
NSE,261385,NIFTY INFRA
NSE,5517057,SMSLIFE
NSE,4555265,SOMICONVEY
NSE,3279617,TATACHEM-BL
NSE,3302145,XPROINDIA-BL
NSE,264201,NIFTY SMALL 100
NSE,4549121,GROBTEA
NSE,1952513,SHREERAMA
NSE,1433857,BAJAJHLDNG-BE
NSE,3157761,DREDGECORP-BL
NSE,1141761,GALPOWTEL
NSE,4351745,GISOLUTION-BL
NSE,305409,GONTERPEIP
NSE,121089,HDFCLIFE-BE
NSE,3041281,JSWHL
NSE,3206145,JSWSTEEL-BL
NSE,3002113,JSWSTEEL-P1
NSE,2251009,MOTOGENFIN-BE
NSE,3943937,PDMJEPAPER-BE
NSE,90881,SGBOCT25V-GB
NSE,900609,TORNTPHARM
NSE,220673,SGBDEC2513-GB
NSE,225281,ASTRON-BE
NSE,225025,ASTRON-BL
NSE,223745,ASTRON
NSE,2499329,BALAJHOTEL-BE
NSE,5505025,SIS-BL
NSE,3567617,VISUINTL-BE
NSE,1233153,DHAMPURSUG-BE
NSE,3112449,TAINWALCHM-BL
NSE,2394625,TAJGVK
NSE,256513,BCONCEPTS-SM
NSE,7427073,SUNCLAYLTD-BL
NSE,3603201,BAGFILMS-BE
NSE,17921,TIRUPATIFL-SM
NSE,271617,AUSTRAL-BZ
NSE,273153,SILLYMONKS-SM
NSE,1995521,AMJLAND-BE
NSE,3241729,AMJLAND-BL
NSE,665089,AMJLAND
NSE,287489,SKSTEXTILE-SM
NSE,2796033,OMAXAUTO
NSE,291329,APOLLO-BE
NSE,291073,APOLLO-BL
NSE,2750977,NTPC-NB
NSE,2751745,NTPC-NC
NSE,4473857,NV20IWIN-BL
NSE,4473601,NV20IWIN
NSE,4464897,OIL-BL
NSE,4464129,OIL
NSE,3803393,OMAXE-BE
NSE,290305,APOLLO
NSE,1519361,INTELLECT-BE
NSE,2749697,NTPC-N9
NSE,2750465,NTPC-NA
NSE,2752257,NTPC-ND
NSE,4322561,NUTEK-BE
NSE,4322305,NUTEK-BL
NSE,4321537,NUTEK
NSE,5182977,OBEROIRLTY-BE
NSE,3137537,OCCL-BE
NSE,3136513,OCCL-BL
NSE,3236609,OCL-BL
NSE,2075905,OILCOUNTUB-BE
NSE,4311809,OISL-BE
NSE,3616001,OMAXAUTO-BE
NSE,3237121,OMAXAUTO-BL
NSE,29953,OMFURN-SM
NSE,2950657,OPTOCIRCUI-BE
NSE,3237633,OPTOCIRCUI-BL
NSE,5346561,ORBITCORP-BZ
NSE,3716097,ORBITCORP
NSE,8058625,ORBTEXP-BE
NSE,8058369,ORBTEXP-BL
NSE,1393665,ORCHIDPHAR-BE
NSE,3237889,ORCHIDPHAR-BL
NSE,2601473,ORICONENT-BL
NSE,2600705,ORICONENT
NSE,3357185,ORIENTABRA-BE
NSE,3356417,ORIENTABRA
NSE,3673601,ORIENTALTL-BE
NSE,3673089,ORIENTALTL-BL
NSE,3672577,ORIENTALTL
NSE,1657857,ORIENTCONT-BE
NSE,637441,ORIENTCONT
NSE,1673473,ORIENTHOT-BE
NSE,3238401,ORIENTHOT-BL
NSE,4662017,ORIENTLTD-BE
NSE,4661249,ORIENTLTD
NSE,3238913,ORIENTPPR-BL
NSE,5103361,ORISSAMINE-BE
NSE,5103105,ORISSAMINE-BL
NSE,5102337,ORISSAMINE
NSE,1850369,ORTEL-BL
NSE,2664961,ORTINLABSS-BE
NSE,3326721,OSWALAGRO-BL
NSE,2168577,PADMINPOLY-BE
NSE,652033,PADMINPOLY
NSE,1683201,PAEL-BE
NSE,3247105,PAEL-BL
NSE,697089,PAEL
NSE,4367105,PALREDTEC-BE
NSE,2234369,PANACEABIO-BE
NSE,3239425,PANACEABIO-BL
NSE,4888321,PARABDRUGS-BE
NSE,4888065,PARABDRUGS-BL
NSE,4887297,PARABDRUGS
NSE,4386049,PARAGMILK-BL
NSE,3524865,PARAL-BL
NSE,1058305,PARAL-BZ
NSE,6066177,PARAPRINT-BE
NSE,4715265,PARAPRINT-BZ
NSE,6065153,PARAPRINT
NSE,2453249,PARRYAGRO-BE
NSE,3530497,PARSVNATH
NSE,5544193,PASHUPATI-SM
NSE,5507585,OMKARCHEM-BL
NSE,5506817,OMKARCHEM
NSE,6204161,OMMETALS-BE
NSE,4920833,OMNITECH-BZ
NSE,6525953,ONELIFECAP
NSE,1419009,ONGC-BE
NSE,3237377,ONGC-BL
NSE,633601,ONGC
NSE,3911937,ONMOBILE-BL
NSE,635137,ONWARDTEC
NSE,2316289,PDUMJEIND-BE
NSE,3241473,PDUMJEIND-BL
NSE,664321,PDUMJEIND
NSE,2096129,PEARLPOLY-BE
NSE,3242241,PEARLPOLY-BL
NSE,3340033,PEL-BL
NSE,617473,PEL
NSE,1371649,PENINLAND-BE
NSE,3099905,PENINLAND-BL
NSE,2270721,PENNARALUM-BE
NSE,2655233,PENTFRPROD-BE
NSE,2880001,PERFECT-SM
NSE,4702209,PERSISTENT-BL
NSE,4701441,PERSISTENT
NSE,3243009,PETRONENGG-BL
NSE,1002241,PETRONENGG
NSE,2906625,PETRONET-BE
NSE,3243265,PETRONET-BL
NSE,3661569,PFC-BE
NSE,3661057,PFC-BL
NSE,3660545,PFC
NSE,5112833,PFC-N1
NSE,5114369,PFC-N4
NSE,5125633,PFC-N5
NSE,5126145,PFC-N6
NSE,5127169,PFC-N8
NSE,1395201,PFIZER-BE
NSE,3243521,PFIZER-BL
NSE,676609,PFIZER
NSE,3456001,PFOCUS-BE
NSE,5786881,PFS-BL
NSE,3651073,PGIL-BL
NSE,1827073,PHILIPCARB-BE
NSE,3244033,PHILIPCARB-BL
NSE,1552385,PHILIPS-BE
NSE,3726337,PHOENIXLTD-BE
NSE,2140673,PHOENXINTL-BE
NSE,680449,PHOENXINTL
NSE,6192129,PIIND-BE
NSE,4862977,PIONDIST-BE
NSE,4862721,PIONDIST-BL
NSE,3447553,PIONEEREMB-BL
NSE,4274689,PIRPHYTO-BL
NSE,3564545,PLASTIBLEN-BE
NSE,2730497,PNB
NSE,4842753,PNBHOUSING-BL
NSE,4840449,PNBHOUSING
NSE,2391553,PNC
NSE,2994945,PATELENG
NSE,662785,PATSPINLTD
NSE,3343105,PBAINFRA-BL
NSE,3943681,PDMJEPAPER-BL
NSE,3936513,PDMJEPAPER
NSE,5002497,PDPL-BE
NSE,5002241,PDPL-BL
NSE,1348609,PDSMFL-BE
NSE,1348353,PDSMFL-BL
NSE,1347585,PDSMFL
NSE,2180097,POLYPLEX-BE
NSE,2729217,PONNIERODE
NSE,2352385,PORRITSPEN-BE
NSE,3834881,POWERGRID-BL
NSE,2679809,POWERMECH-BE
NSE,2680065,POWERMECH-BL
NSE,2681089,POWERMECH
NSE,3894529,PPAP-BE
NSE,3894273,PPAP-BL
NSE,3893505,PPAP
NSE,4700161,PRADIP-BL
NSE,4699393,PRADIP
NSE,2420225,PRAKASH-BE
NSE,6507009,PRAKASHCON-BE
NSE,5018113,PRAKASHSTL-BL
NSE,3399681,PRATIBHA
NSE,3230465,PRECAM-BL
NSE,3226369,PRECAM
NSE,694017,PRECOT
NSE,1785601,PRECSNFAST-BE
NSE,695553,PRECWIRE
NSE,4458241,PREMEXPLN-BE
NSE,4453633,PREMEXPLN
NSE,1599489,PREMIER-BE
NSE,2987777,PRESSMN
NSE,5198337,PRESTIGE-BE
NSE,5026561,PRICOLLTD-BE
NSE,3037441,PRIMESECU-BE
NSE,3037185,PRIMESECU
NSE,3248129,PRISMCEM-BL
NSE,701185,PRISMCEM
NSE,3082497,PRITHVI-BE
NSE,3340545,PRITHVI-BL
NSE,4954113,PROLIFE-SM
NSE,7387905,PROZONINTU
NSE,5377025,PSB-BL
NSE,5376257,PSB
NSE,1415681,PSIDATASYS
NSE,3248641,PSL-BL
NSE,5345281,PSPPROJECT-BL
NSE,5344513,PSPPROJECT
NSE,2907649,PTC-BE
NSE,3610625,PTL-BL
NSE,129793,PULZ-SM
NSE,706049,PUNALKALI
NSE,706817,PUNANDLAMP
NSE,1385473,PUNJABWIRE-BE
NSE,2094081,PUNJCOMMU-BE
NSE,3639553,POCHIRAJU-BE
NSE,3638529,POCHIRAJU
NSE,5234945,PODDARHOUS-BL
NSE,5234177,PODDARHOUS
NSE,4874241,PODDARMENT-BE
NSE,4873217,PODDARMENT
NSE,4519681,POKARNA-BE
NSE,4519425,POKARNA-BL
NSE,6584577,POLYMED-BL
NSE,6583809,POLYMED
NSE,3687681,RAJTV-BL
NSE,3687169,RAJTV
NSE,3070977,RAJVIR-BE
NSE,3250945,RAJVIR-BL
NSE,1966337,RALLIS-BE
NSE,3473665,RAMANEWS-BE
NSE,3472641,RAMANEWS
NSE,1713153,RAMAPETRO-BE
NSE,2637825,RAMASTEEL-BE
NSE,2637569,RAMASTEEL-BL
NSE,3217921,RAMCOCEM-BL
NSE,2014465,RAMCOSYS-BE
NSE,5155073,RAMKY-BL
NSE,3783681,RAMSARUP-BE
NSE,3252225,RANASUG-BL
NSE,726273,RANASUG
NSE,4289281,RANEENGINE-BE
NSE,4288257,RANEENGINE
NSE,1645313,RANEHOLDIN-BE
NSE,2188801,RASLAMIPAK-BE
NSE,6593025,RASOYPR-BE
NSE,6592769,RASOYPR-BL
NSE,6592001,RASOYPR
NSE,1537281,RAYMOND-BE
NSE,732929,RAYMONDSYN
NSE,4287489,RBL-BL
NSE,4709121,RBLBANK-BE
NSE,4708865,RBLBANK-BL
NSE,3376129,RCOM-BE
NSE,1516033,RECKCOLMAN-BE
NSE,736257,RECKCOLMAN
NSE,3930369,RECLTD-BL
NSE,7451905,RECLTD-N1
NSE,7580673,RECLTD-N3
NSE,7581185,RECLTD-N4
NSE,7931905,RECLTD-N6
NSE,7932417,RECLTD-N7
NSE,7932929,RECLTD-N8
NSE,750849,RECLTD-NC
NSE,752897,RECLTD-NE
NSE,754433,RECLTD-NF
NSE,5101057,RECLTD-NH
NSE,3650305,REDINGTON-BE
NSE,3649281,REDINGTON
NSE,2317057,REGENCERAM-BE
NSE,1057281,REGENCERAM
NSE,4346113,REIAGROLTD-BE
NSE,4388609,REISIXTEN-BE
NSE,3110913,PVP-BL
NSE,1026561,PVP
NSE,3366145,PVR-BL
NSE,3924737,QGOLDHALF-BL
NSE,3361537,QUICKHEAL-BE
NSE,3358465,QUICKHEAL-BL
NSE,2798593,RADAAN
NSE,3927297,RAIN-BE
NSE,3926273,RAIN
NSE,3577601,RAJRAYON-BE
NSE,675585,RELDIVOPP-BL
NSE,674817,RELDIVOPP
NSE,1181441,RELIANCE-BE
NSE,3254529,RELIANCE-BL
NSE,738561,RELIANCE
NSE,7420673,RELIFIN-N7
NSE,7421185,RELIFIN-N8
NSE,2521601,RELNV20-BL
NSE,2520833,RELNV20
NSE,2656001,REMIMETAL-BE
NSE,3107585,REMSONSIND-BL
NSE,3254785,RENUKA-BL
NSE,7578113,REPCOHOME-BE
NSE,7577857,REPCOHOME-BL
NSE,3361281,REPRO-BL
NSE,3360257,REPRO
NSE,5203713,RESPONIND-BE
NSE,5203457,RESPONIND-BL
NSE,3062017,REVATHI
NSE,5564673,RHFL-BE
NSE,4949249,RHFL-N1
NSE,4950273,RHFL-N3
NSE,4951297,RHFL-N5
NSE,2062337,RICOAUTO-BE
NSE,3255553,RICOAUTO-BL
NSE,744705,RICOAUTO
NSE,1235457,RIIL-BE
NSE,3255809,RIIL-BL
NSE,745473,RIIL
NSE,3873537,RJL-BL
NSE,5364225,RKDL-BE
NSE,2921985,RKFORGE-BE
NSE,3256065,RKFORGE-BL
NSE,2921217,RKFORGE
NSE,3864833,RMCL-BE
NSE,3864577,RMCL-BL
NSE,3863809,RMCL
NSE,5584897,RMDRIP-SM
NSE,3256321,RML-BL
NSE,6969089,RMMIL-BE
NSE,4718081,RMMIL-BZ
NSE,6968065,RMMIL
NSE,92161,RNAM-BL
NSE,3427329,ROHITFERRO-BL
NSE,3426817,ROHITFERRO
NSE,3375617,ROHLTD-BL
NSE,3374593,ROHLTD
NSE,1845761,ROLATAN-BE
NSE,5292033,REISIXTEN-BZ
NSE,4387585,REISIXTEN
NSE,6202369,RELAXO-BL
NSE,6201601,RELAXO
NSE,1980929,RELAXOFOOT-BE
NSE,1201153,RELCAPITAL-BE
NSE,7571969,RELCNX100-BL
NSE,7571713,RELCNX100
NSE,623617,RELCONS-BL
NSE,623361,RELCONS
NSE,4485889,RTNPOWER-BL
NSE,4485121,RTNPOWER
NSE,2423041,RUBFILINTL-BE
NSE,752385,RUBYMILLS
NSE,3257089,RUCHINFRA-BL
NSE,1168897,RUCHINFRA
NSE,3539201,RUCHIRA-BE
NSE,3538689,RUCHIRA-BL
NSE,1824001,RUCHISOYA-BE
NSE,6586113,RUPA-BL
NSE,6297345,RUSHIL-BE
NSE,6297089,RUSHIL-BL
NSE,4735233,SABEVENTS
NSE,3855105,SABTN-BL
NSE,2719233,SADBHIN-BE
NSE,2718977,SADBHIN-BL
NSE,2718209,SADBHIN
NSE,4382721,SAGARDEEP-SM
NSE,3602433,SAGCEM-BE
NSE,3601409,SAGCEM
NSE,3258369,SAIL-BL
NSE,1922305,SAKHTISUG-BE
NSE,3258625,SAKHTISUG-BL
NSE,760065,SAKHTISUG
NSE,3020033,SAKSOFT-BE
NSE,3019265,SAKSOFT
NSE,4975617,SAKTHIFIN-BE
NSE,4974593,SAKTHIFIN
NSE,3392769,SAKUMA-BL
NSE,5468673,SALASAR
NSE,4442881,SALONA-BE
NSE,4441857,SALONA
NSE,761857,SALORAINTL
NSE,2923265,SALZERELEC-BL
NSE,3259393,SAMTEL-BL
NSE,762625,SAMTEL
NSE,4876545,SANCO
NSE,276737,SANCO-SM
NSE,3259649,SANDESH-BL
NSE,764929,SANDESH
NSE,2019841,SANDVIKAS-BE
NSE,766465,SANDVIKAS
NSE,3259905,SANGAMIND-BL
NSE,1071105,SANGAMIND
NSE,767233,SANGHIIND
NSE,6099713,SANGHVIFOR-BL
NSE,6098945,SANGHVIFOR
NSE,3599873,SANGHVIMOV-BE
NSE,4282369,RPGLIFE-BL
NSE,5315585,RPPINFRA-BE
NSE,5315329,RPPINFRA-BL
NSE,5314561,RPPINFRA
NSE,4531457,RRSLGETF-BL
NSE,4531201,RRSLGETF
NSE,2157057,RSSOFTWARE-BE
NSE,1645825,RSSOFTWARE
NSE,6988801,RTNINFRA-BL
NSE,4486145,RTNPOWER-BE
NSE,3595777,SARLAPOLY-BL
NSE,3260417,SASKEN-BL
NSE,4546049,SARDAEN
NSE,1874433,SAREGAMA-BE
NSE,5136129,SASTASUNDR
NSE,3557121,SATHAISPAT
NSE,2672385,SATIN-BE
NSE,1804545,SAURASHCEM-BE
NSE,772609,SAURASHCEM
NSE,3116801,SBBJ-BL
NSE,1351681,SBBJ
NSE,1250305,SBIN-BE
NSE,3261441,SBIN-BL
NSE,779521,SBIN
NSE,5253121,SBIN-N2
NSE,5721601,SBIN-N3
NSE,5722625,SBIN-N5
NSE,5723137,SBIN-N6
NSE,1360897,SBT
NSE,6145,SCAPDVR-BL
NSE,4353,SCAPDVR
NSE,5299457,SCHAND-BL
NSE,7996673,SCHNEIDER-BL
NSE,1317633,SCI-BE
NSE,3261953,SCI-BL
NSE,344065,SDBL-BE
NSE,3262209,SEAMECLTD-BL
NSE,3811073,SELMCL-BL
NSE,1121281,SENSEXIWIN-BL
NSE,1120769,SENSEXIWIN
NSE,6990593,SEPOWER-BE
NSE,6990337,SEPOWER-BL
NSE,3672321,SEQUENT-BE
NSE,6076929,SERVALL-BE
NSE,6076673,SERVALL-BL
NSE,6075905,SERVALL
NSE,1743361,SESHAPAPER-BE
NSE,3262721,SESHAPAPER-BL
NSE,3067649,SASKEN
NSE,784897,SESHAPAPER
NSE,4483585,SETCO
NSE,4453121,SETF10GILT
NSE,2605313,SETFNIF50-BL
NSE,2605057,SETFNIF50
NSE,1882369,SETFNN50
NSE,6568961,SEZAL-BE
NSE,4911105,SFL
NSE,203521,SGBDEC2512-GB
NSE,186625,SGBDEC25XI-GB
NSE,1245185,SANOFI-BE
NSE,369153,SANOFI
NSE,3411201,SANWARIA-BE
NSE,3411457,SANWARIA-BL
NSE,3410433,SANWARIA
NSE,768769,SARASIND
NSE,4546817,SARDAEN-BL
NSE,3260161,SAREGAMA-BL
NSE,3422721,SGL-BE
NSE,3422977,SGL-BL
NSE,3035137,SHAHALLOYS
NSE,2734849,SHAIVAL-SM
NSE,2154753,SHAKTIGAS-BE
NSE,3332865,SHAKTIGAS-BL
NSE,1908993,SHAKTIGAS
NSE,6546945,SHAKTIPUMP
NSE,3928577,SHALPAINTS-BE
NSE,2325761,SHAMKNSPIN-BE
NSE,5206273,SHANKARA-BE
NSE,5206017,SHANKARA-BL
NSE,5487105,SHANTI-SM
NSE,1279745,SHARDACROP-BE
NSE,1278721,SHARDACROP-BL
NSE,1277953,SHARDACROP
NSE,2696449,SHARDAMOTR-BL
NSE,2695681,SHARDAMOTR
NSE,4363521,SHARIABEES-BL
NSE,4363265,SHARIABEES
NSE,6587905,SHARONBIO-BE
NSE,79361,SHARONBIO-BZ
NSE,6586881,SHARONBIO
NSE,1670145,SHAWALLACE-BE
NSE,1298177,SHEMAROO-BL
NSE,1297409,SHEMAROO
NSE,4545281,SHILPAMED-BL
NSE,4544513,SHILPAMED
NSE,5982977,SHILPI-BE
NSE,79617,SHILPI-BZ
NSE,2511617,SHIRPUR-G-BE
NSE,2510593,SHIRPUR-G
NSE,3522305,SHIVAMAUTO-BL
NSE,2877953,SHK-BE
NSE,2875137,SHK-BL
NSE,3869953,SHLAKSHMI-BL
NSE,3869185,SHLAKSHMI
NSE,3264257,SHOPERSTOP-BL
NSE,1452801,SHREDIGCEM-BE
NSE,3583233,SHREEASHTA-BE
NSE,1259777,SHREECEM-BE
NSE,794369,SHREECEM
NSE,795649,SHREEKRPET
NSE,1431297,SHREEKRPOL-BE
NSE,796417,SHREEKRPOL
NSE,2711553,SHREEPUSHK-BE
NSE,5498113,SGBJUL25-GB
NSE,4706817,SGBMAR24-GB
NSE,5239553,SGBMAR25-GB
NSE,4415489,SGBNOV23-GB
NSE,127233,SGBNOV258-GB
NSE,138241,SGBNOV25IX-GB
NSE,64001,SGBOCT25-GB
NSE,3744001,SGFL-BL
NSE,4721921,SGJHL-BL
NSE,4721153,SGJHL
NSE,1954305,SHREERAMA-BE
NSE,5453057,SHRENIK-SM
NSE,3264769,SHRENUJ-BL
NSE,797953,SHRENUJ
NSE,2317825,SHREYANIND-BE
NSE,3333121,SHREYANIND-BL
NSE,2206465,SHREYAS-BE
NSE,4899841,SHRIASTER-BE
