exchange,instrument_token,tradingsymbol
NSE,2589441,CORALFINAC-BE
NSE,3170305,GEODESIC-BL
NSE,2406401,GRANDFONRY-BE
NSE,3725057,HINDUJAVEN-BL
NSE,3846657,IL&FSENGG-BE
NSE,1571329,JINDALSAW-BE
NSE,236545,MOKSH-SM
NSE,8041729,MTEDUCARE-BE
NSE,1512193,BALMLAWRIE-BE
NSE,5299713,SCHAND-BE
NSE,108033,BHARATFORG
NSE,1609217,GULPOLY
NSE,1524993,PRITHVI-BZ
NSE,2995969,ALKEM
NSE,3500289,ANSALHSG
NSE,2000385,ASHAPURMIN-BE
NSE,71169,AUTOAXLES
NSE,2007553,AUTORIDFIN-BE
NSE,3138817,BHEL-BL
NSE,6484993,APLLTD-BE
NSE,7707649,ABFRL
NSE,4451329,ADANIPOWER
NSE,1989889,ALKYLAMINE-BE
NSE,3457025,ALLCARGO-BE
NSE,2415617,AXISCADES
NSE,2835457,AGRITECH-BE
NSE,4431617,AJMERA-BL
NSE,2284801,ALBRMORARJ-BE
NSE,2999297,ALKEM-BE
NSE,1933057,AMFORGEIND-BE
NSE,3501057,ANSALHSG-BL
NSE,1694977,ANTFRIBEAR-BE
NSE,3784449,CELESTIAL
NSE,2202625,HARIAEXPO-BE
NSE,4573185,EHFLNCD-N5
NSE,89601,BANARISUG
NSE,4687873,DHFL-NG
NSE,3918593,BANG-BE
NSE,3081473,BASML-BE
NSE,5007105,BHANDARI-BL
NSE,2008577,BIRLAYAMAH-BE
NSE,4528129,GPTINFRA-BL
NSE,312321,GRANDFONRY
NSE,3176705,GRASIM-BL
NSE,1754113,GREENLAM-BL
NSE,329985,GUJFLUORO
NSE,1807105,HESTERBIO-BE
NSE,3185409,HINDUNILVR-BL
NSE,3881985,HITECHCORP-BL
NSE,3636993,HUBTOWN-BE
NSE,3273985,SUNDARMFIN-BL
NSE,3277313,SURYAPHARM-BL
NSE,3130369,AUTOAXLES-BL
NSE,5256449,AXISGOLD-BL
NSE,1515265,BHEL-BE
NSE,6404353,BODALCHEM
NSE,1950721,BRANDHOUSE-BZ
NSE,4695041,BROADCAST-BZ
NSE,6435841,BROOKS-BE
NSE,3144449,CANBK-BL
NSE,1001985,CAPLIPOINT-BE
NSE,2047489,CAPRIHANS-BE
NSE,2931713,CCL
NSE,3148033,CHOLAFIN-BL
NSE,7972353,COMPUSOFT-BE
NSE,7971329,COMPUSOFT
NSE,3003137,CONSOFINVT
NSE,3559169,CREST-BL
NSE,4497409,DAMODARIND-BL
NSE,4578561,DBCORP-BE
NSE,3799553,DECCANCE-BE
NSE,2105857,DHFL-BE
NSE,5692417,DHUNINV-BL
NSE,6211329,DQE-BE
NSE,3832577,ECEIND-BE
NSE,3871233,EDELWEISS-BL
NSE,3377921,ENIL-BE
NSE,3161857,ESABINDIA-BL
NSE,2201089,FIRSTLEASE-BE
NSE,2309377,GALPOWTEL-BE
NSE,3940353,GAMMNINFRA-BL
NSE,4567553,GILLANDERS-BL
NSE,3396353,GITANJALI-BL
NSE,3091969,GOLDTECH-BL
NSE,3589889,TIDEWATER-BE
NSE,3545857,TRICOM-BE
NSE,4279297,UBL-BL
NSE,6538241,UJAAS-BE
NSE,3452417,UNITY
NSE,1792769,METAZINC-BE
NSE,1719041,MOTHERSUMI-BE
NSE,587265,MTNL
NSE,2147841,MUNJALSHOW-BE
NSE,2222593,NATNLSTEEL-BE
NSE,3779841,NELCAST-BE
NSE,8183297,NHBTF2014-N2
NSE,1192193,PRISMCEM-BE
NSE,4478465,UVSL-BL
NSE,3780609,V2RETAIL-BL
NSE,3404545,VISASTEEL-BL
NSE,3476737,VOLTAMP-BE
NSE,3301633,WSTCSTPAPR-BL
NSE,750337,RECLTD-NB
NSE,1894657,RAJESHEXPO
NSE,4450561,RAJOIL-BL
NSE,3443457,RATNAMANI
NSE,7452417,RECLTD-N2
NSE,1380609,TATACOMM-BE
NSE,4462081,L&TFINANCE-N1
NSE,3813633,CENTRALBK-BL
NSE,1274113,DRREDDY-BE
NSE,3165697,FEDDERELEC-BL
NSE,261121,FEDDERELEC
NSE,4680961,HNGSNGBEES-BL
NSE,3317505,GUJRAFFIA-BL
NSE,4424193,BLS-BL
NSE,1164289,GUJRAFFIA
NSE,259337,NIFTY50 TR 2X LEV
NSE,5025537,PRICOLLTD
NSE,719105,RAJSREESUG
NSE,3128577,ASTRAZEN-BL
NSE,1427457,BALRAMCHIN-BE
NSE,2987521,DWARKESH-BE
NSE,5438721,PUSHPREALM-SM
NSE,5437697,AUBANK-BL
NSE,5436929,AUBANK
NSE,5440769,AXISNIFTY-BL
NSE,5440513,AXISNIFTY
NSE,3265793,HONDAPOWER-BL
NSE,5441281,LOWVOLIWIN-BL
NSE,5441025,LOWVOLIWIN
NSE,3150593,CONCOR-BL
NSE,3514625,DCBBANK-BE
NSE,2228225,DCMFINSERV-BE
NSE,5525761,LEXUS-SM
NSE,1808641,ACCELYA-BE
NSE,4566017,AHLUCONT-BL
NSE,3069697,AMAR
NSE,4300545,ARCHIDPLY-BE
NSE,4538369,ASTEC
NSE,2606337,BALKRISHNA
NSE,5324801,BHAGYANGR-BL
NSE,5007361,BHANDARI-BE
NSE,6405121,BODALCHEM-BL
NSE,2946817,CENTEXT
NSE,4766721,IBULHSGFIN-N6
NSE,3197697,IOB-BL
NSE,3045377,GEOJITFSL
NSE,2714113,GUJGASLTD-BL
NSE,371713,HOTLINGLAS
NSE,1445633,ONWARDTEC-BE
NSE,3400705,PRATIBHA-BL
NSE,648961,PGHH
NSE,4556033,SOMICONVEY-BL
NSE,5550849,BRNL
NSE,5553665,DIXON-BE
NSE,5553409,DIXON-BL
NSE,5552641,DIXON
NSE,7697409,DUNCANSLTD-BL
NSE,2489089,ICICI0101-NC
NSE,2565377,ICICI0301-NC
NSE,2737665,ICICI0302-NB
NSE,1677057,ICICI0699-NA
NSE,2669057,ICICI0701-NB
NSE,2680833,ICICI0801-NA
NSE,1763073,ICICI0999-NB
NSE,1488385,ICICI1098-NB
NSE,5554433,MANAV-SM
NSE,4466689,RNAVAL-BE
NSE,4466433,RNAVAL-BL
NSE,4465665,RNAVAL
NSE,4768257,IBULHSGFIN-N9
NSE,4770305,IBULHSGFIN-ND
NSE,3939329,IBVENTURES-BE
NSE,3319041,ICDSLTD-BL
NSE,1786113,ICDSLTD
NSE,2488833,ICICI0101-NB
NSE,1271553,ICICIBANK-BE
NSE,2797825,IDFCBANK-N3
NSE,2766849,IDFCBANK-N7
NSE,2769153,IDFCBANK-NA
NSE,2792449,IDFCBANK-NB
NSE,4808449,IDFNIFTYET
NSE,2698753,ICICI1101-NC
NSE,1848321,ICICI1199-NB
NSE,2456321,ICICI1200-NA
NSE,1522177,ICICI1298-NB
NSE,3189249,ICICIBANK-BL
NSE,4775937,ICICIPRULI-BE
NSE,3189505,ICIL-BL
NSE,3068673,ICIL
NSE,3490561,ICSA-BL
NSE,2864129,IDFCBANK-BE
NSE,1899777,ICICI1299-NC
NSE,2863105,IDFCBANK
NSE,162305,IGARASHI
NSE,3605249,IGL-BE
NSE,3191297,IGL-BL
NSE,5133313,IIFCL-N1
NSE,5134849,IIFCL-N4
NSE,3023105,IIFL
NSE,7396097,IIFLFIN-N5
NSE,7397121,IIFLFIN-N7
NSE,7902465,IIFLFIN-NB
NSE,609537,IIHFL-N2
NSE,610305,IIHFL-N3
NSE,4999425,IITL-BE
NSE,7396609,IIFLFIN-N6
NSE,377857,IDBI
NSE,2929409,IDBI0404-N4
NSE,6564097,IDBIGOLD-BL
NSE,3678209,IDEA-BL
NSE,3677697,IDEA
NSE,3190017,IDFC-BL
NSE,2765313,IDFCBANK-N5
NSE,2766081,IDFCBANK-N6
NSE,2768385,IDFCBANK-N9
NSE,2794753,IDFCBANK-ND
NSE,2380801,IFBAGRO-BE
NSE,3094273,IFBAGRO-BL
NSE,379393,IFBAGRO
NSE,1230593,IFCI-BE
NSE,381697,IFCI
NSE,1470465,IFCI-NC
NSE,1472001,IFCI-NE
NSE,1472769,IFCI-NF
NSE,1473281,IFCI-NG
NSE,1474305,IFCI-NH
NSE,1474817,IFCI-NI
NSE,7901953,IIFLFIN-NA
NSE,4999169,IITL-BL
NSE,1700097,IFCI-NJ
NSE,1700609,IFCI-NK
NSE,159489,SGBDEC25-GB
NSE,4605697,TRF-BE
NSE,2480385,TRIDENT-BE
NSE,2727937,ICICI0202-NC
NSE,3094529,IFBIND-BL
NSE,1702913,IFCI-NM
NSE,2001921,IGARASHI-BE
NSE,3190785,IGARASHI-BL
NSE,5134337,IIFCL-N3
NSE,2911233,TTKHLTCARE-BL
NSE,3367681,TULIP-BE
NSE,3846401,IL&FSENGG-BL
NSE,4697345,IL&FSTRANS-BE
NSE,4697089,IL&FSTRANS-BL
NSE,4696321,IL&FSTRANS
NSE,3191809,IMPAL-BL
NSE,3074305,IMPAL
NSE,4335873,INDBANK-BE
NSE,2220289,INDIANACRY-BE
NSE,3885569,TRIL-BE
NSE,3922433,TULSI-BE
NSE,3922177,TULSI-BL
NSE,4507649,TULSYAN-BL
NSE,4508161,TULSYAN
NSE,3637761,TV18BRDCST-BL
NSE,2883841,TVSELECT
NSE,2886401,TVTODAY
NSE,3617537,UCOBANK-BE
NSE,1961729,UFLEX-BE
NSE,2952449,ULTRACEMCO-BE
NSE,916993,UNIFLEX
NSE,3617793,UNIONBANK-BE
NSE,3947009,TWL-BE
NSE,2333441,INDIANHUME-BE
NSE,1966849,INDLMETER-BE
NSE,1251329,INDIANCARD-BE
NSE,3095297,INDLMETER-BL
NSE,1471745,INDAL-BE
NSE,4335617,INDBANK-BL
NSE,4334849,INDBANK
NSE,3192321,INDHOTEL-BL
NSE,387073,INDHOTEL
NSE,1612545,INDIACEM-BE
NSE,3192833,INDIACEM-BL
NSE,390913,INDIANACRY
NSE,392705,INDIANORG
NSE,393473,INDIAPHOTO
NSE,395009,INDIASEC
NSE,2867201,INDIGO-BE
NSE,1008129,INDLMETER
NSE,2300673,INDNIPPON-BE
NSE,2916353,UMANGDAIRY-BE
NSE,2866945,INDIGO-BL
NSE,2891777,UNIENTER-BE
NSE,3113729,UNIENTER-BL
NSE,3291137,UNIONBANK-BL
NSE,3685633,UNIPLY-BE
NSE,3685377,UNIPLY-BL
NSE,3452929,UNITY-BL
NSE,2592257,UTIMVUP98-BE
NSE,2690817,UTINIFTETF
NSE,2139137,UTTAMSTL-BE
NSE,3425281,UTTAMSUGAR-BE
NSE,5373953,INDIGRID-BL
NSE,2990081,INDOCO-BE
NSE,3605505,INDORAMA-BE
NSE,2142465,INDOCOUNT-BE
NSE,3194369,INDORAMA-BL
NSE,5109249,INDOSOLAR-BL
NSE,3399169,INDOTECH-BE
NSE,6555649,INDOTHAI
NSE,3828737,INDOWIND-BE
NSE,2970881,INDSWFTLTD-BE
NSE,3681793,INDUSFILA-BE
NSE,3680769,INDUSFILA
NSE,3399425,INDOTECH-BL
NSE,1346817,INDUSINDBK-BE
NSE,3196161,INDUSINDBK-BL
NSE,3291905,UNIVCABLES-BL
NSE,5172993,URJA-BE
NSE,5171969,URJA
NSE,1333761,USHAISPAT-BE
NSE,928769,USHAISPAT
NSE,2263041,USHAMART
NSE,3424769,UTTAMSUGAR-BL
NSE,3424257,UTTAMSUGAR
NSE,1535745,UTTAMVALUE-BE
NSE,3780097,V2RETAIL
NSE,6194945,VADILALIND-BL
NSE,3431169,VARDHACRLC-BE
NSE,3293953,VARDHACRLC-BL
NSE,2872321,VARDHACRLC
NSE,3215361,UTTAMVALUE-BL
NSE,1206273,INDOGULF-BE
NSE,5109505,INDOSOLAR-BE
NSE,1246721,INDSWFTLAB
NSE,514305,UTTAMVALUE
NSE,6194177,VADILALIND
NSE,3195905,INDSWFTLTD-BL
NSE,5620993,INDTERRAIN
NSE,2264065,USHAMART-BE
NSE,6081281,INNOIND-BL
NSE,1282049,VARUN-BZ
NSE,4637185,VASCONEQ-BE
NSE,5621761,INDTERRAIN-BL
NSE,4865,INEOSSTYRO
NSE,4179201,INFIBEAM-BE
NSE,5138689,INFRABEES-BL
NSE,5138433,INFRABEES
NSE,7459585,INFRATEL-BE
NSE,6195201,VADILALIND-BE
NSE,2909185,VAIBHAVGBL
NSE,4636929,VASCONEQ-BL
NSE,4636161,VASCONEQ
NSE,6487041,VASWANI
NSE,3294721,VATSMUSC-BL
NSE,4844545,VBL-BL
NSE,1328129,INDORAMSYN-BE
NSE,399617,INDORAMSYN
NSE,6556417,INDOTHAI-BL
NSE,935681,VATSALTD
NSE,1946369,VATSMUSC-BE
NSE,3828481,INDOWIND-BL
NSE,2266113,INDRAMEDCO-BE
NSE,1216257,INDRAMEDCO
NSE,5622017,INDTERRAIN-BE
NSE,4171777,INFIBEAM-BL
NSE,4159745,INFIBEAM
NSE,3506433,INFOMEDIA-BL
NSE,3505409,INFOMEDIA
NSE,7459329,INFRATEL-BL
NSE,7458561,INFRATEL
NSE,408065,INFY
NSE,408833,INGERRAND
NSE,3415553,VAKRANGEE
NSE,1949953,VALUEIND-BE
NSE,1764609,VARDMNPOLY-BE
NSE,3860737,VARUN-BL
NSE,4628737,INFINITE-BL
NSE,5283841,INFOBEAN-SM
NSE,3505665,INFOMEDIA-BE
NSE,2733569,INNOIND-BZ
NSE,6080513,INNOIND
NSE,3385601,INOXLEISUR-BE
NSE,3385089,INOXLEISUR-BL
NSE,3384577,INOXLEISUR
NSE,2012929,INOXWIND-BE
NSE,2012161,INOXWIND-BL
NSE,2010113,INOXWIND
NSE,3753217,INSECTICID-BE
NSE,3752193,INSECTICID
NSE,4843777,VBL
NSE,3547393,VENUSREM-BL
NSE,2214913,VETO
NSE,2073089,INTLTRAVHS-BE
NSE,2063617,INVELTRANS-BE
NSE,7444481,VETO-SM
NSE,414209,INVELTRANS
NSE,6367745,INVENTURE-BE
NSE,6367489,INVENTURE-BL
NSE,6366721,INVENTURE
NSE,1462785,IOC-BE
NSE,3197953,IOC-BL
NSE,415745,IOC
NSE,5226497,IOLCP-BL
NSE,417281,IONEXCHANG
NSE,3295745,VESUVIUS-BL
NSE,3933697,VGUARD-BE
NSE,3298561,VHL-BL
NSE,7763457,INTEGRA-BL
NSE,7762689,INTEGRA
NSE,1519105,INTELLECT-BL
NSE,1517057,INTELLECT
NSE,2216961,VETO-BE
NSE,3198209,IPCALAB-BL
NSE,2092289,IPRINGS-BE
NSE,7968769,IRFC-N2
NSE,7506689,IRFC-N4
NSE,7579393,IRFC-N6
NSE,3296001,VIDEOIND-BL
NSE,3483393,VIDHIING-BE
NSE,3126017,IPAPPM-BL
NSE,418049,IPCALAB
NSE,1438209,IPRINGS
NSE,3920129,IRB
NSE,355073,IREDA-N4
NSE,5127681,IREDA-N7
NSE,7968257,IRFC-N1
NSE,7506177,IRFC-N3
NSE,7578881,IRFC-N5
NSE,3044353,VHL
NSE,3816193,VICEROY-BE
NSE,2186241,VIDEOIND-BE
NSE,937985,VIDEOIND
NSE,3465217,VIDHIING
NSE,1260289,ISIBARS-BE
NSE,3822593,ISMTLTD
NSE,1486593,ISPATALLOY-BE
NSE,1729025,ISPATPROF-BE
NSE,3199233,ITI-BL
NSE,428801,ITI
NSE,1475073,ITWSIGNODE-BE
NSE,3800577,VIPCLOTHNG-BL
NSE,429569,ITWSIGNODE
NSE,4528897,VIJIFIN
NSE,4266497,VIJSHAN-BL
NSE,4265729,VIJSHAN
NSE,6593537,VIKASECO
NSE,509697,IRFC-NC
NSE,3009025,IRFC-NJ
NSE,3009793,IRFC-NK
NSE,3868673,IRFC-NM
NSE,3883009,IRFC-NO
NSE,4731393,ISFT-BL
NSE,4730625,ISFT
NSE,3319297,ISPATPROF-BL
NSE,422657,ISPATPROF
NSE,2560769,ISSAL-BE
NSE,423425,ISSAL
NSE,1439233,ITDCEM
NSE,1718017,IVC
NSE,2267393,IVP-BE
NSE,2427649,VIJAYABANK-BE
NSE,4529665,VIJIFIN-BL
NSE,7651329,VIMALOIL-BE
NSE,7651073,VIMALOIL-BL
NSE,7650305,VIMALOIL
NSE,3354625,VIMTALABS-BE
NSE,4306177,VINYLINDIA
NSE,1128961,JAGSNPHARM
NSE,3354881,VIMTALABS-BL
NSE,3353857,VIMTALABS
NSE,4306945,VINYLINDIA-BE
NSE,3297025,VISESHINFO-BL
NSE,4941569,ITDC-BE
NSE,3198977,ITDCEM-BL
NSE,4682753,IVZINGOLD
NSE,6199809,IVZINNIFTY-BL
NSE,3629569,IZMO-BE
NSE,3799809,VIPCLOTHNG
NSE,2159873,VIPULLTD-BE
NSE,2159105,VIPULLTD-BL
NSE,2156545,VIPULLTD
NSE,3296769,VISAKAIND-BL
NSE,1080577,VISAKAIND
NSE,1870337,VISESHINFO-BE
NSE,1869569,VISESHINFO
NSE,1770753,VISHNU-BE
NSE,3629313,IZMO-BL
NSE,1442817,J&KBANK-BE
NSE,3382017,JAGRAN
NSE,1935105,JAGSNPHARM-BE
NSE,3200513,JAGSNPHARM-BL
NSE,3603457,JAIBALAJI-BE
NSE,5152769,ESL
NSE,430337,IVP
NSE,1937665,IVRCLINFRA
NSE,6199553,IVZINNIFTY
NSE,3753473,MCDHOLDING
NSE,4446209,VINATIORGA-BE
NSE,1243649,VIPIND-BE
NSE,2716417,ICICI0102-NB
NSE,3193857,INDNIPPON-BL
NSE,4940545,ITDC
NSE,2124033,ITDCEM-BE
NSE,1442049,J&KBANK
NSE,6929153,VSSL
NSE,7965953,JAIHINDPRO-BE
NSE,1873153,VSTIND-BE
NSE,3337729,VITALCOMM-BL
NSE,2493697,VITALCOMM
NSE,7965697,JAIHINDPRO-BL
NSE,7649537,VIVIDHA-BE
NSE,7649281,VIVIDHA-BL
NSE,7648513,VIVIDHA
NSE,7964929,JAIHINDPRO
NSE,2125569,JAINSTUDIO-BE
NSE,1315585,JAINSTUDIO
NSE,5320193,JAMNAAUTO-BE
NSE,5319937,JAMNAAUTO-BL
NSE,1746177,JAYAGROGN-BE
NSE,3201025,JAYAGROGN-BL
NSE,1034497,JAYAGROGN
NSE,3201281,JAYBARMARU-BL
NSE,437249,JAYBARMARU
NSE,596737,JAYNECOIND
NSE,1682433,JAYSREETEA-BE
NSE,3404289,VISASTEEL-BE
NSE,1770497,VISHNU-BL
NSE,1768449,VISHNU
NSE,3568129,VISUINTL-BL
NSE,3567105,VISUINTL
NSE,2494721,VITALCOMM-BE
NSE,3063809,VIVIMEDLAB-BE
NSE,3297793,VIVIMEDLAB-BL
NSE,3063041,VIVIMEDLAB
NSE,2229761,VRLLOG-BL
NSE,6930177,VSSL-BE
NSE,2881537,JAIBALAJI
NSE,1316609,JAICORPLTD
NSE,441857,JBCHEPHARM
NSE,3202305,JBFIND-BL
NSE,7497729,VMART-BE
NSE,7497473,VMART-BL
NSE,1458177,VOLTAS-BE
NSE,5169153,WABAG-BE
NSE,5168129,WABAG
NSE,951809,VOLTAS
NSE,4331265,WABCOINDIA-BE
NSE,3115009,WALCHANNAG-BL
NSE,953345,VSTIND
NSE,442625,JBFIND
NSE,6982657,VKSPL-BE
NSE,6982401,VKSPL-BL
NSE,3298049,VLSFINANCE-BL
NSE,6219777,VSTTILLERS-BE
NSE,6218753,VSTTILLERS
NSE,3600897,WANBURY-BL
NSE,1737473,JBCHEPHARM-BE
NSE,3202049,JBCHEPHARM-BL
NSE,951041,VLSFINANCE
NSE,2273537,WATERBASE-BE
NSE,959489,WEIZMANIND
NSE,443393,JCT
NSE,3856897,JCTEL-BE
NSE,3299841,WELCORP-BL
NSE,3856129,JCTEL
NSE,2215937,JENSONICOL-BE
NSE,444929,JENSONICOL
NSE,446465,JFLABS
NSE,3739137,WEBELSOLAR-BE
NSE,3026177,WELCORP
NSE,3227905,WELENT-BL
NSE,2976257,WELENT
NSE,5069569,WELINV-BL
NSE,2983681,JBMA
NSE,1701121,JCHAC-BE
NSE,1853441,JCT-BE
NSE,3738881,WEBELSOLAR-BL
NSE,6245121,WEIZFOREX-BE
NSE,6244097,WEIZFOREX
NSE,5068801,WELINV
NSE,3618049,WELSPUNIND-BE
NSE,2319617,WENDT-BE
NSE,1265921,WEIZMANIND-BE
NSE,1084673,WESTERNBIO
NSE,4611841,WHIRLPOOL-BE
NSE,4459009,JINDCOT
NSE,3300609,WILLAMAGOR-BL
NSE,1984769,WIMPLAST-BE
NSE,2376705,JFLABS-BE
NSE,1524737,JHS-BZ
NSE,449537,JINDALPOLY
NSE,3203841,JINDALSAW-BL
NSE,774145,JINDALSAW
NSE,1724161,JINDALSTEL-BE
NSE,3204097,JINDALSTEL-BL
NSE,3552257,JINDRILL-BE
NSE,967937,WIMPLAST
NSE,6392833,WINDMACHIN-BE
NSE,6411265,WINSOME-BL
NSE,969473,WIPRO
NSE,1919233,WOCKPHARMA-BE
NSE,3301377,WOCKPHARMA-BL
NSE,1723649,JINDALSTEL
NSE,4459777,JINDCOT-BL
NSE,2880769,WELSPUNIND
NSE,961025,WELSPUNPOL
NSE,2415105,WHEELS-BE
NSE,964097,WHEELS
NSE,4611585,WHIRLPOOL-BL
NSE,4610817,WHIRLPOOL
NSE,2920961,XPROINDIA-BE
NSE,3036161,JKPAPER
NSE,2352641,JKPHARMA-BE
NSE,1921537,WOCKPHARMA
NSE,768513,WONDERLA
NSE,3795969,WSI
NSE,2124801,WSTCSTPAPR-BE
NSE,5041665,JITFINFRA-BL
NSE,5040897,JITFINFRA
NSE,3553025,JINDRILL-BL
NSE,5285377,JINDWORLD-BE
NSE,6576129,JISLDVREQS-BE
NSE,3204609,JISLJALEQS-BL
NSE,2661633,JISLJALEQS
NSE,3397633,JKCEMENT-BL
NSE,3397121,JKCEMENT
NSE,1719297,JKCORP-BE
NSE,454401,JKCORP
NSE,3908865,JKIL-BL
NSE,3454465,JKLAKSHMI-BE
NSE,3453697,JKLAKSHMI
NSE,3036929,JKPAPER-BE
NSE,2997249,XCHANGING-BE
NSE,3261697,XCHANGING-BL
NSE,2996481,XCHANGING
NSE,3560961,XLENERGY
NSE,3302401,YESBANK-BL
NSE,3050241,YESBANK
NSE,2134273,ZANDUREALT-BE
NSE,3302913,ZANDUREALT-BL
NSE,3303169,ZEEL-BL
NSE,3585537,ZEEMEDIA-BE
NSE,3491073,JMFINANCIL
NSE,4837889,JPINFRATEC-BL
NSE,8066817,JPOLYINVST-BE
NSE,8066561,JPOLYINVST-BL
NSE,3042049,JSWHL-BE
NSE,2920193,XPROINDIA
NSE,3585793,ZEEMEDIA-BL
NSE,3728641,ZENITHBIR-BL
NSE,3727873,ZENITHBIR
NSE,2253313,ZENITHEXPO-BE
NSE,3116033,ZENITHINFO-BL
NSE,1900801,ZENITHINFO
NSE,1819905,JMA
NSE,1863169,JMCPROJECT-BE
NSE,3865345,JMCPROJECT-BL
NSE,1134081,JMCPROJECT
NSE,3492097,JMFINANCIL-BE
NSE,3491585,JMFINANCIL-BL
NSE,3705345,JMTAUTOLTD-BE
NSE,3704321,JMTAUTOLTD
NSE,4334337,JOCIL-BE
NSE,4334081,JOCIL-BL
NSE,4333313,JOCIL
NSE,2934017,JPASSOCIAT-BE
NSE,4838145,JPINFRATEC-BE
NSE,4837121,JPINFRATEC
NSE,8065793,JPOLYINVST
NSE,3012097,JPPOWER-BE
NSE,3205633,JPPOWER-BL
NSE,3614977,JSL-BE
NSE,2876417,JSL
NSE,4575233,JSWENERGY-BL
NSE,2349313,JKUDYOG-BE
NSE,458241,JKUDYOG
NSE,1820929,JMA-BE
NSE,1820673,JMA-BL
NSE,7820289,JSWSTEEL-P2
NSE,3446017,KAMDHENU-BE
NSE,3303937,ZENSARTECH-BL
NSE,3429121,ZICOM-BL
NSE,3304193,ZODIACLOTH-BL
NSE,1945089,ZODJRDMKJ-BE
NSE,3204353,JSWHL-BL
NSE,2035969,KALPATPOWR-BE
NSE,3428097,ZICOM
NSE,2015489,ZODIACLOTH-BE
NSE,3304449,ZODJRDMKJ-BL
NSE,275457,ZENSARTECH
NSE,7671297,JUSTDIAL-BE
NSE,461313,JYOTISTRUC
NSE,3207425,KAJARIACER-BL
NSE,3880961,KALYANIFRG-BE
NSE,462849,KAJARIACER
NSE,464385,KALPATPOWR
NSE,3880705,KALYANIFRG-BL
NSE,3445505,KAMDHENU-BL
NSE,3206657,JUNIORBEES-BL
NSE,7671041,JUSTDIAL-BL
NSE,7670273,JUSTDIAL
NSE,3879937,KALYANIFRG
NSE,2021377,KALYANISHP-BE
NSE,6601985,KANANIIND-BL
NSE,2221057,KARUNACAB-BE
NSE,3320065,KARUNACAB-BL
NSE,3209217,KARURVYSYA-BL
NSE,470529,KARURVYSYA
NSE,3875841,KAUSHALYA-BE
NSE,3875585,KAUSHALYA-BL
NSE,7436801,ZUARI
NSE,979713,ZUARIGLOB
NSE,258825,NIFTY50 PR 2X LEV
NSE,4633345,JUBLFOOD-BL
NSE,4632577,JUBLFOOD
NSE,5515521,JUBLINDS-BE
NSE,6205441,JVLAGRO-BL
NSE,3878401,JYOTHYLAB-BE
NSE,3877377,JYOTHYLAB
NSE,5031169,KALYANI-BE
NSE,5030145,KALYANI
NSE,3508481,KALYANISTL-BL
NSE,2800385,JUNIORBEES
NSE,4596225,JUPITER-BL
NSE,1403137,JYOTISTRUC-BE
NSE,466689,KALYANISTL
NSE,261897,NIFTY FMCG
NSE,259081,NIFTY50 PR 1X INV
NSE,4664321,KECL
NSE,306177,KANSAINER
NSE,6243585,KARMAENG-BE
NSE,6243329,KARMAENG-BL
NSE,6242561,KARMAENG
NSE,2505473,KARURVYSYA-BE
NSE,3874817,KAUSHALYA
NSE,2630657,KAYA
NSE,3209473,KCP-BL
NSE,2265345,KCPSUGIND-BE
NSE,3394561,KEC
NSE,1864961,KANSAINER-BE
NSE,3175937,KANSAINER-BL
NSE,471297,KCP
NSE,3408385,KEI-BL
NSE,3407361,KEI
NSE,4435201,KEMROCK-BE
NSE,4434177,KEMROCK
NSE,3360001,KERNEX-BE
NSE,5346305,KERNEX-BZ
NSE,3570945,KESARENT-BL
NSE,3210241,KESORAMIND-BL
NSE,2733825,KESORAMIND-BZ
NSE,475905,KESORAMIND
NSE,2433281,KEYCORPSER-BE
NSE,1283073,KFA-BZ
NSE,1312769,KGDENIM-BE
NSE,3451649,KFA-BL
NSE,477441,KGKHOSLA
NSE,2468097,KHANDSE
NSE,4897025,KIOCL-BL
NSE,5360385,KIRLOSENG-BL
NSE,5359617,KIRLOSENG
NSE,3731713,KGL
NSE,1001473,KHAITANLTD
NSE,4260353,KIRIINDUS-BL
NSE,4259585,KIRIINDUS
NSE,4757505,KIRLOSBROS-BE
NSE,4871425,KIRLOSIND-BL
NSE,1564929,KIRLOSPNEU-BE
NSE,7399169,KITEX-BE
NSE,7398913,KITEX-BL
NSE,3097857,KITPLYIND-BL
NSE,3426049,KKCL-BL
NSE,3211265,KLGSYSTEL-BL
NSE,3755777,KMSUGAR-BE
NSE,3913473,KNRCON-BE
NSE,3871745,KOLTEPATIL
NSE,2011905,KOPDRUGS-BE
NSE,3098113,KOPDRUGS-BL
NSE,1123073,KOPDRUGS-BZ
NSE,3913217,KNRCON-BL
NSE,3260673,KOHINOOR-BL
NSE,3855873,KOTAKPSUBK-BL
NSE,3855617,KOTAKPSUBK
NSE,3872513,KOLTEPATIL-BL
NSE,3818497,KPRMILL-BE
NSE,2707713,KRBL
NSE,2981889,KOTARISUG-BE
NSE,1692673,KOTHARIPET-BE
NSE,5410305,TEJASNET-BL
NSE,1742849,KOTHARIPRO-BE
NSE,1415169,KOTHARIPRO
NSE,3212545,KPIT-BL
NSE,1790465,KPIT
NSE,2011137,KOPDRUGS
NSE,491265,KOPRAN
NSE,492033,KOTAKBANK
NSE,1498113,KOTAKBKETF-BL
NSE,3803905,KOTAKGOLD-BL
NSE,4634113,KOTAKNIFTY
NSE,5350401,KTIL
NSE,2314497,KTKBANK-BE
